time_of_day,day_of_week,vehicle_count,weather,road_type,traffic_level
7,3,133,3,0,Medium
8,3,182,3,0,High
22,1,59,2,1,Low
10,3,268,1,0,High
11,0,40,3,1,Low
6,1,61,3,0,Low
7,4,172,2,2,Medium
7,0,220,0,1,High
19,0,213,0,0,High
4,4,18,2,1,Low
5,0,7,2,2,Low
13,0,126,2,1,Medium
6,6,135,0,1,High
3,6,18,0,2,Low
23,2,123,2,1,Medium
17,2,217,0,0,High
8,4,201,1,0,High
20,6,139,2,1,High
22,0,67,0,1,Low
11,5,130,2,2,Medium
20,5,119,0,1,Medium
14,6,122,1,2,Medium
19,1,302,1,0,High
2,2,33,2,1,Low
0,2,5,1,2,Low
5,3,19,2,0,Low
3,0,46,1,1,Low
22,2,87,2,1,Medium
10,1,217,0,0,High
11,6,111,0,0,Medium
23,1,41,3,1,Low
22,1,75,0,2,Low
17,2,221,2,1,High
16,5,173,0,1,High
22,2,105,3,1,Medium
3,5,5,3,2,Low
8,2,185,3,2,High
5,5,7,3,1,Low
2,0,12,3,1,Low
22,3,141,1,0,Medium
5,1,50,3,2,Low
19,1,276,0,2,High
13,6,81,3,2,Low
3,5,12,3,1,Low
14,3,94,3,2,Low
4,1,26,1,0,Low
7,5,120,1,0,Medium
15,1,87,2,2,Low
12,3,93,3,1,Medium
10,5,60,3,1,Low
13,6,145,1,0,Medium
5,2,44,0,0,Low
11,6,129,0,0,Medium
7,5,119,2,0,Medium
3,3,37,0,1,Low
12,2,105,3,1,Medium
23,0,75,0,1,Medium
17,0,188,3,1,High
14,1,89,3,2,Low
18,3,317,0,1,High
5,0,18,3,1,Low
20,4,313,0,2,High
15,1,81,1,0,Low
0,5,30,1,0,Low
3,1,24,0,1,Low
6,1,82,2,1,Medium
22,1,50,3,2,Low
3,5,6,3,1,Low
15,5,81,3,1,Medium
13,2,108,0,1,Medium
11,3,73,1,0,Low
1,2,27,0,1,Low
12,5,92,3,0,Low
12,3,126,1,1,Medium
18,2,239,2,2,High
6,6,118,1,2,Medium
22,0,86,3,1,Medium
13,4,148,2,0,Medium
1,4,26,1,2,Low
11,1,122,1,0,Medium
21,0,134,0,2,Medium
10,2,141,2,2,Medium
13,0,123,1,2,Medium
1,1,12,0,0,Low
11,3,143,0,1,High
22,5,99,2,1,Medium
18,2,191,3,2,High
8,4,213,2,0,High
12,5,147,2,0,Medium
8,3,216,1,1,High
19,4,248,1,0,High
8,6,146,1,2,Medium
9,0,261,0,0,High
4,0,24,2,2,Low
19,1,216,1,0,High
22,2,91,0,0,Low
3,5,9,3,0,Low
15,1,142,0,1,High
23,4,119,2,1,Medium
4,5,5,1,1,Low
16,3,77,0,0,Low
4,1,51,1,2,Low
9,0,162,3,1,High
12,0,92,3,2,Low
11,0,53,2,0,Low
18,2,304,0,2,High
12,0,102,3,0,Medium
21,0,63,3,1,Low
6,6,119,2,1,Medium
15,5,149,0,0,Medium
8,2,278,1,0,High
17,0,291,0,2,High
15,1,104,1,0,Medium
22,0,96,0,1,Medium
15,2,138,1,0,Medium
10,6,87,3,0,Low
16,2,124,1,0,Medium
7,1,259,0,1,High
4,3,51,2,0,Low
21,0,118,1,0,Medium
3,3,5,3,2,Low
5,5,13,0,0,Low
6,0,96,2,1,Medium
13,4,159,0,2,Medium
5,0,5,2,1,Low
4,1,5,0,1,Low
6,6,103,3,1,Medium
3,5,5,2,1,Low
21,3,100,1,1,Medium
9,3,189,2,0,High
3,2,38,3,1,Low
19,5,133,0,0,Medium
17,5,145,1,1,High
23,6,127,2,0,Medium
13,4,146,2,1,High
18,4,265,0,0,High
7,1,138,3,2,Medium
14,3,85,3,0,Low
23,3,131,1,1,High
2,1,42,1,0,Low
10,3,291,1,2,High
13,3,76,3,1,Medium
16,0,63,3,2,Low
3,1,38,2,2,Low
4,0,15,0,0,Low
22,5,114,2,0,Medium
4,0,11,3,2,Low
3,5,25,1,2,Low
23,6,97,2,0,Low
15,5,152,2,2,Medium
12,4,174,0,0,Medium
5,2,5,1,0,Low
13,3,140,3,1,High
3,1,49,3,0,Low
9,3,165,2,0,Medium
14,1,140,3,1,High
20,2,276,0,2,High
9,2,172,3,2,Medium
1,6,18,0,2,Low
20,4,270,1,1,High
17,3,203,2,0,High
17,5,116,0,2,Medium
1,0,24,3,2,Low
2,4,29,1,0,Low
23,6,141,0,0,Medium
11,1,49,3,0,Low
3,4,14,0,2,Low
5,0,26,2,0,Low
17,6,86,3,0,Low
3,4,28,2,0,Low
23,5,160,1,2,Medium
20,3,324,0,2,High
21,3,89,3,1,Medium
6,0,116,0,1,Medium
5,1,36,2,0,Low
6,4,85,0,2,Low
13,0,108,1,1,Medium
13,2,161,2,0,Medium
9,6,151,0,0,Medium
19,1,279,0,1,High
13,3,156,0,2,Medium
1,3,21,2,0,Low
21,4,156,0,0,Medium
2,1,40,0,1,Low
15,2,32,3,0,Low
2,4,5,2,2,Low
5,6,26,1,1,Low
5,4,5,1,0,Low
9,0,149,3,1,High
23,1,13,3,1,Low
0,5,23,3,2,Low
19,3,259,1,2,High
5,5,5,1,1,Low
23,2,77,0,2,Low
9,5,195,1,1,High
18,4,237,1,1,High
4,0,47,0,2,Low
14,0,171,0,1,High
1,4,10,0,1,Low
0,5,38,1,0,Low
9,0,158,3,2,Medium
14,3,102,2,1,Medium
23,3,97,3,1,Medium
10,2,168,0,0,Medium
7,4,259,0,2,High
8,1,117,3,1,Medium
2,0,32,0,1,Low
5,0,13,0,2,Low
5,4,5,2,2,Low
14,4,135,1,0,Medium
3,0,5,2,1,Low
21,0,63,2,0,Low
0,6,9,3,2,Low
6,6,112,0,1,Medium
8,6,80,1,2,Low
7,3,216,2,1,High
12,6,70,3,0,Low
19,1,214,3,0,High
16,2,70,0,0,Low
23,4,26,3,1,Low
12,0,108,0,0,Medium
9,4,149,2,2,Medium
9,2,144,2,0,Medium
6,3,96,3,2,Low
23,4,136,1,2,Medium
11,2,92,2,1,Medium
19,4,190,2,1,High
18,1,197,3,0,High
8,1,179,2,0,High
8,3,209,1,0,High
3,4,21,0,2,Low
6,6,130,1,2,Medium
6,5,82,2,1,Medium
1,5,5,2,2,Low
2,0,13,2,2,Low
14,2,117,1,2,Medium
14,2,157,0,0,Medium
18,4,249,0,2,High
14,0,163,2,2,Medium
6,3,107,0,0,Medium
18,1,260,1,0,High
21,0,64,1,2,Low
14,0,171,2,0,Medium
3,1,5,0,1,Low
16,0,40,3,1,Low
11,4,82,1,1,Medium
23,4,89,3,1,Medium
19,6,148,1,2,Medium
15,2,77,3,2,Low
12,2,113,3,2,Medium
10,5,148,0,2,Medium
14,0,97,3,2,Low
17,4,233,2,0,High
1,4,5,0,2,Low
22,0,42,3,2,Low
22,1,114,1,0,Medium
13,5,104,2,0,Medium
3,6,5,1,1,Low
20,0,180,3,0,High
13,4,165,0,0,Medium
22,6,151,2,1,High
17,4,196,2,1,High
6,1,76,0,1,Medium
7,0,210,2,2,High
12,2,170,1,1,High
15,1,58,3,1,Low
10,4,275,0,0,High
22,0,55,2,0,Low
12,5,99,3,1,Medium
2,4,5,0,2,Low
10,2,263,0,1,High
7,5,85,2,0,Low
0,4,15,0,1,Low
10,4,302,1,2,High
13,4,112,2,0,Medium
8,3,181,3,2,High
14,2,161,0,0,Medium
12,2,144,1,1,High
2,6,8,0,1,Low
23,0,23,3,2,Low
13,4,116,3,0,Medium
6,1,61,2,1,Low
20,1,172,3,1,High
21,0,56,1,2,Low
20,4,169,3,0,Medium
20,6,99,3,0,Low
22,3,61,3,1,Low
5,4,34,0,2,Low
14,6,97,3,2,Low
6,3,94,1,0,Low
13,6,104,3,1,Medium
9,3,129,3,1,Medium
0,3,7,2,2,Low
6,6,121,1,2,Medium
1,3,34,2,1,Low
17,5,118,3,1,Medium
8,0,177,2,2,High
9,2,259,0,1,High
14,5,138,1,1,High
14,5,103,2,1,Medium
12,1,108,2,0,Medium
17,4,201,1,1,High
2,6,17,0,0,Low
12,0,130,1,2,Medium
9,0,165,2,0,Medium
0,2,55,1,2,Low
13,4,140,2,2,Medium
0,5,20,1,0,Low
0,4,23,0,2,Low
8,4,271,1,0,High
16,4,74,2,1,Low
19,6,117,0,1,Medium
22,6,78,1,2,Low
21,1,107,1,2,Medium
6,2,73,3,1,Low
15,6,145,0,1,High
0,4,23,1,1,Low
23,4,83,1,2,Low
12,1,115,2,2,Medium
19,4,279,1,2,High
2,4,18,0,1,Low
22,4,74,1,1,Low
20,1,172,3,0,Medium
10,1,174,3,1,High
8,2,186,3,0,High
13,4,103,2,1,Medium
16,3,78,3,0,Low
21,6,90,0,2,Low
3,1,53,0,0,Low
11,1,93,1,2,Low
11,5,139,0,0,Medium
18,4,285,1,1,High
10,0,187,2,0,High
16,1,41,1,1,Low
1,2,32,2,1,Low
9,2,204,2,2,High
9,4,189,2,0,High
11,4,77,0,0,Low
21,4,29,3,1,Low
14,5,143,2,0,Medium
15,3,111,1,0,Medium
4,4,34,0,1,Low
14,0,132,2,1,High
8,6,68,3,0,Low
15,5,112,3,1,Medium
15,4,109,1,1,Medium
19,3,237,0,2,High
16,1,77,3,0,Low
23,2,141,1,2,Medium
22,6,107,0,2,Medium
12,1,104,2,1,Medium
6,4,84,3,2,Low
23,0,134,0,1,High
11,2,106,1,2,Medium
4,6,5,3,1,Low
11,0,76,3,1,Medium
17,3,193,1,2,High
23,0,40,1,2,Low
10,6,93,1,0,Low
5,3,17,1,1,Low
22,4,90,0,2,Low
16,4,68,2,2,Low
17,3,274,1,2,High
10,0,270,1,1,High
4,0,38,1,0,Low
14,1,157,1,1,High
5,4,9,3,2,Low
2,1,13,3,1,Low
14,6,186,0,2,High
5,4,11,1,0,Low
3,4,5,2,2,Low
1,3,5,3,0,Low
6,6,83,1,1,Medium
22,3,89,2,1,Medium
21,2,125,1,1,Medium
11,3,53,1,1,Low
16,2,59,3,1,Low
15,3,88,3,0,Low
3,4,5,0,1,Low
7,4,150,3,1,High
0,0,48,1,0,Low
14,4,140,0,0,Medium
19,3,155,3,0,Medium
9,4,180,3,2,High
12,5,146,1,2,Medium
3,0,41,3,0,Low
7,4,184,2,1,High
13,0,140,0,1,High
4,6,5,0,0,Low
22,4,92,0,0,Low
4,4,30,0,0,Low
3,0,6,3,1,Low
18,4,148,2,0,Medium
10,3,249,2,0,High
5,3,5,0,1,Low
14,4,114,1,1,Medium
0,3,5,0,1,Low
2,6,5,3,0,Low
5,1,14,2,0,Low
13,6,137,0,0,Medium
10,1,255,0,0,High
15,6,56,3,1,Low
11,6,66,3,1,Low
0,5,11,0,2,Low
12,4,132,0,0,Medium
22,4,112,1,1,Medium
10,3,251,0,0,High
22,2,91,1,1,Medium
3,2,18,1,0,Low
21,1,113,1,1,Medium
0,2,29,2,0,Low
1,0,25,3,0,Low
3,2,31,2,0,Low
19,6,133,2,1,High
19,3,207,2,1,High
15,3,84,3,1,Medium
9,4,203,2,2,High
22,0,84,3,0,Low
19,0,219,1,2,High
17,6,105,1,2,Medium
17,3,231,2,2,High
5,4,39,0,1,Low
12,3,119,2,1,Medium
4,2,5,3,0,Low
19,1,227,1,0,High
23,3,98,1,1,Medium
6,5,85,3,1,Medium
4,3,5,3,0,Low
18,1,171,3,0,Medium
11,4,86,2,0,Low
20,3,288,0,0,High
6,3,51,0,1,Low
14,2,131,3,2,Medium
11,4,70,0,2,Low
20,2,289,0,1,High
23,3,98,2,0,Low
22,6,140,0,0,Medium
4,6,31,1,2,Low
10,1,137,3,0,Medium
3,0,46,0,0,Low
12,2,114,2,2,Medium
10,0,174,3,1,High
19,6,118,0,1,Medium
12,4,105,3,2,Medium
16,0,85,2,2,Low
6,0,61,3,2,Low
18,4,231,2,2,High
14,4,127,0,0,Medium
21,4,121,1,0,Medium
15,3,56,0,1,Low
7,0,188,3,0,High
5,0,5,3,1,Low
9,1,204,1,1,High
16,5,122,1,1,Medium
1,6,23,2,2,Low
5,3,20,0,0,Low
0,2,17,2,0,Low
15,1,104,0,1,Medium
8,4,218,2,2,High
2,6,49,1,2,Low
13,3,196,0,2,High
0,6,19,0,0,Low
2,6,48,1,2,Low
19,3,259,2,1,High
20,3,228,2,1,High
4,0,5,3,2,Low
18,3,238,2,2,High
19,4,229,2,2,High
4,3,15,3,2,Low
17,1,319,0,2,High
23,6,148,0,2,Medium
14,6,131,2,1,High
2,5,40,3,0,Low
11,3,136,1,0,Medium
16,5,139,1,2,Medium
0,4,16,3,1,Low
22,1,84,0,0,Low
7,3,146,3,2,Medium
3,0,5,2,1,Low
9,3,267,1,0,High
5,5,26,3,0,Low
7,3,262,0,1,High
20,6,137,2,0,Medium
18,0,179,3,1,High
1,0,5,2,1,Low
20,5,91,2,2,Low
18,1,296,0,1,High
0,2,42,0,0,Low
20,6,119,2,1,Medium
21,0,54,1,2,Low
12,2,181,0,1,High
21,4,102,3,2,Medium
10,6,136,1,0,Medium
2,0,47,0,0,Low
11,3,68,3,1,Low
17,0,261,1,1,High
16,5,181,0,1,High
5,0,5,0,0,Low
8,3,256,0,2,High
23,4,108,2,1,Medium
18,5,89,2,1,Medium
1,1,43,1,2,Low
14,2,96,3,0,Low
10,6,83,2,0,Low
1,5,32,0,1,Low
3,4,27,2,0,Low
19,4,155,3,2,Medium
20,2,240,0,2,High
22,5,148,1,2,Medium
21,4,124,1,2,Medium
9,4,177,0,2,High
7,5,90,0,2,Low
0,4,5,2,1,Low
9,4,226,2,0,High
14,5,140,0,0,Medium
8,6,97,3,0,Low
17,0,136,3,0,Medium
10,6,107,1,1,Medium
22,3,105,0,0,Medium
2,4,31,3,0,Low
8,5,98,0,2,Low
12,5,138,3,1,High
15,3,103,0,0,Medium
5,3,28,0,0,Low
10,1,202,0,0,High
14,5,145,2,0,Medium
19,4,218,1,2,High
18,6,82,1,2,Low
14,4,88,2,0,Low
12,1,160,1,2,Medium
8,5,171,0,1,High
13,2,161,0,0,Medium
20,4,142,3,0,Medium
4,6,8,3,1,Low
16,5,154,0,2,Medium
5,4,15,2,1,Low
8,0,153,3,0,Medium
12,4,152,2,0,Medium
13,4,140,0,0,Medium
8,3,185,3,0,High
2,5,51,2,0,Low
19,1,148,3,1,High
19,3,193,2,1,High
15,2,82,2,2,Low
16,4,41,3,1,Low
5,3,23,3,1,Low
0,0,5,2,0,Low
19,4,309,0,0,High
19,1,198,0,0,High
6,2,91,1,2,Low
11,2,70,1,0,Low
4,4,5,2,2,Low
5,2,33,0,2,Low
0,4,22,1,0,Low
11,0,63,2,1,Low
7,4,273,1,0,High
21,3,89,0,2,Low
21,1,76,3,0,Low
12,1,153,2,0,Medium
7,6,166,1,1,High
18,1,269,1,1,High
17,4,225,2,0,High
21,6,119,2,2,Medium
21,0,94,0,1,Medium
13,3,160,2,0,Medium
18,4,293,0,0,High
19,6,91,0,2,Low
23,5,167,1,1,High
2,3,37,0,1,Low
15,3,92,2,1,Medium
0,4,23,0,1,Low
12,5,122,2,1,Medium
4,4,26,2,1,Low
4,4,14,3,1,Low
20,1,214,1,1,High
17,2,211,1,2,High
3,2,40,0,2,Low
8,4,255,1,1,High
12,1,103,3,1,Medium
2,1,5,1,1,Low
11,6,136,3,0,Medium
19,0,168,3,1,High
20,6,150,0,0,Medium
23,5,112,2,0,Medium
1,2,38,2,1,Low
21,2,31,2,1,Low
10,2,146,3,2,Medium
7,3,196,0,2,High
19,5,99,0,1,Medium
2,5,19,1,2,Low
8,6,92,0,2,Low
19,1,277,1,2,High
8,4,262,0,1,High
23,6,103,3,1,Medium
13,5,154,2,2,Medium
20,5,120,3,1,Medium
6,4,75,3,0,Low
3,5,8,1,1,Low
0,2,31,1,0,Low
18,0,200,0,2,High
11,1,90,2,1,Medium
9,1,236,0,0,High
23,2,54,3,1,Low
14,3,134,2,2,Medium
17,4,148,3,2,Medium
12,5,92,3,0,Low
0,4,31,1,1,Low
17,4,205,2,2,High
8,2,226,0,1,High
14,5,136,2,2,Medium
16,4,98,0,0,Low
11,4,102,2,2,Medium
5,0,7,1,2,Low
1,4,10,0,1,Low
5,4,48,3,1,Low
2,0,20,0,1,Low
5,3,31,1,2,Low
10,3,183,2,2,High
4,3,41,0,2,Low
2,6,35,2,2,Low
1,3,13,3,0,Low
23,1,99,2,1,Medium
20,1,182,3,2,High
12,6,92,2,2,Low
9,2,208,1,1,High
7,3,226,1,0,High
4,6,27,0,2,Low
16,4,54,0,1,Low
3,0,45,1,2,Low
10,0,159,3,2,Medium
14,5,118,3,2,Medium
3,2,5,3,0,Low
2,4,15,0,0,Low
0,6,41,3,2,Low
0,6,11,3,2,Low
15,6,172,0,1,High
2,6,32,2,0,Low
22,2,54,2,0,Low
12,1,117,0,0,Medium
9,1,182,2,1,High
18,2,242,1,0,High
20,1,250,0,0,High
2,1,30,0,1,Low
23,5,128,2,0,Medium
1,2,16,0,1,Low
11,4,125,0,1,Medium
3,0,5,3,2,Low
22,0,77,2,2,Low
10,4,268,1,1,High
12,1,142,0,2,Medium
1,6,11,3,0,Low
15,2,103,2,2,Medium
8,2,223,0,1,High
14,2,103,3,1,Medium
21,6,119,2,1,Medium
